1	212
2	209
3	206
4	203
5	201
6	198
7	196
8	194
9	191
10	188
11	187
12	184
13	182
14	179
15	176
16	174
17	172
18	170
19	168
20	166
21	164
22	160
23	158
24	157
25	155
26	152
27	150
28	148
29	145
30	144
31	142
32	140
33	138
34	134
35	132
36	131
37	128
38	126
39	123
40	121
41	119
42	117
43	115
44	113
45	111
46	109
47	107
48	105
49	104
50	102
51	101
52	99
53	97
54	95
55	94
56	92
57	90
58	89
59	87
60	85
61	84
62	82
63	80
64	79
65	77
66	75
67	73
68	71
69	70
70	69
71	66
72	66
73	63
74	63
75	61
76	59
77	57
78	56
79	55
80	53
81	52
82	51
83	48
84	48
85	46
86	45
87	43
88	42
89	41
90	40
91	39
92	38
93	36
94	34
95	33
96	32
97	32
98	31
99	28
100	28
101	27
102	25
103	24
104	23
105	22
106	22
107	20
108	19
109	18
110	17
111	17
112	16
113	15
114	14
115	13
116	12
117	12
118	11
119	10
120	9
121	8
122	8
123	7
124	6
125	5
126	5
127	4
128	4
129	3
130	3
131	2
132	2
133	1
134	1
135	1
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0

