1	0.959	1.008	1.008	1.01483252680985
2	0.860	1.008	0.860	0.365148371670111
3	1.015	0.959	0.860	0
4	0.959	0.860	0.814	0
5	0.814	0.860	0.610	0
6	0.610	0.860	0.610	0
7	0.610	0.860	0.610	0
8	0.814	0.860	0.610	0
9	0.814	0.860	0.610	0
10	0.691	0.860	0.610	0
11	0.000	0.860	0.610	0
12	0.610	0.691	0.610	0
13	0.860	0.691	0.000	0
14	0.959	0.000	0.000	0
15	0.000	0.000	0.000	0
16	0.932	0.000	0.000	0
17	0.610	0.000	0.000	0
18	0.691	0.000	0.000	0
19	1.015	0.000	0.000	0
20	0.610	0.000	0.000	0
21	0.932	0.000	0.000	0
22	1.015	0.000	0.000	0
23	0.860	0.000	0.000	0
24	0.000	0.000	0.000	0
25	0.860	0.000	0.000	0
26	0.959	0.000	0.000	0
27	0.959	0.000	0.000	0
28	0.980	0.000	0.000	0
29	0.814	0.000	0.000	0
30	0.610	0.000	0.000	0
31	0.959	0.000	0.000	0
32	0.980	0.000	0.000	0
33	1.008	0.000	0.000	0
34	0.980	0.000	0.000	0
35	1.015	0.000	0.000	0
36	1.008	0.000	0.000	0
37	1.008	0.000	0.000	0
38	0.932	0.000	0.000	0
39	0.932	0.000	0.000	0
40	0.900	0.000	0.000	0
41	0.691	0.000	0.000	0
42	0.758	0.000	0.000	0
43	0.900	0.000	0.000	0
44	0.860	0.000	0.000	0
45	0.691	0.000	0.000	0
46	0.932	0.000	0.000	0
47	0.814	0.000	0.000	0
48	0.758	0.000	0.000	0
49	0.959	0.000	0.000	0
50	0.691	0.000	0.000	0
51	0.610	0.000	0.000	0
52	1.008	0.000	0.000	0
53	1.008	0.000	0.000	0
54	0.610	0.000	0.000	0
55	0.959	0.000	0.000	0
56	0.000	0.000	0.000	0
57	0.959	0.000	0.000	0
58	1.015	0.000	0.000	0
59	1.015	0.000	0.000	0
60	0.610	0.000	0.000	0
61	0.814	0.000	0.000	0
62	0.860	0.000	0.000	0
63	1.015	0.000	0.000	0
64	0.932	0.000	0.000	0
65	0.814	0.000	0.000	0
66	0.860	0.000	0.000	0
67	0.610	0.000	0.000	0
68	0.610	0.000	0.000	0
69	1.008	0.000	0.000	0
70	0.610	0.000	0.000	0
71	0.980	0.000	0.000	0
72	0.814	0.000	0.000	0
73	0.000	0.000	0.000	0
74	0.860	0.000	0.000	0
75	0.980	0.000	0.000	0
76	0.691	0.000	0.000	0
77	0.814	0.000	0.000	0
78	0.691	0.000	0.000	0
79	0.610	0.000	0.000	0
80	0.365	0.000	0.000	0
81	0.000	0.000	0.000	0
82	0.610	0.000	0.000	0
83	0.900	0.000	0.000	0
84	0.691	0.000	0.000	0
85	0.900	0.000	0.000	0
86	0.932	0.000	0.000	0
87	1.015	0.000	0.000	0
88	0.860	0.000	0.000	0
89	0.980	0.000	0.000	0
90	0.997	0.000	0.000	0
91	0.610	0.000	0.000	0
92	0.959	0.000	0.000	0
93	1.008	0.000	0.000	0
94	0.610	0.000	0.000	0
95	0.932	0.000	0.000	0
96	0.610	0.000	0.000	0
97	0.980	0.000	0.000	0
98	0.610	0.000	0.000	0
99	0.691	0.000	0.000	0
100	0.691	0.000	0.000	0
101	0.959	0.000	0.000	0
102	0.959	0.000	0.000	0
103	0.000	0.000	0.000	0
104	1.008	0.000	0.000	0
105	0.860	0.000	0.000	0
106	1.008	0.000	0.000	0
107	0.610	0.000	0.000	0
108	0.610	0.000	0.000	0
109	0.610	0.000	0.000	0
110	0.000	0.000	0.000	0
111	0.959	0.000	0.000	0
112	0.610	0.000	0.000	0
113	0.900	0.000	0.000	0
114	0.900	0.000	0.000	0
115	0.932	0.000	0.000	0
116	1.008	0.000	0.000	0
117	0.860	0.000	0.000	0
118	1.008	0.000	0.000	0
119	1.008	0.000	0.000	0
120	0.610	0.000	0.000	0
121	1.008	0.000	0.000	0
122	0.997	0.000	0.000	0
123	0.610	0.000	0.000	0
124	0.000	0.000	0.000	0
125	0.860	0.000	0.000	0
126	0.932	0.000	0.000	0
127	0.365	0.000	0.000	0
128	0.814	0.000	0.000	0
